period_month,chokepoint_id,outgoing_cp_flow,incoming_cp_flow,chokepoint_throughput,flow_imbalance
2024-09-01,CP020,947273,947273,947273.0,0
2024-09-01,CP022,655812,655812,655812.0,0
2024-09-01,CP023,160000,160000,160000.0,0
2024-10-01,CP001,2650042,2650042,2650042.0,0
2024-10-01,CP002,336000,336000,336000.0,0
2024-10-01,CP004,2476042,2476042,2476042.0,0
2024-10-01,CP005,3926387,3926387,3926387.0,0
2024-10-01,CP006,5122010,5122010,5122010.0,0
2024-10-01,CP007,614322,614322,614322.0,0
2024-10-01,CP008,3066441,3066441,3066441.0,0
2024-10-01,CP009,2187971,2187971,2187971.0,0
2024-10-01,CP010,278200,278200,278200.0,0
2024-10-01,CP011,1134400,1134400,1134400.0,0
2024-10-01,CP013,270000,270000,270000.0,0
2024-10-01,CP015,1686540,1686540,1686540.0,0
2024-10-01,CP016,485000,485000,485000.0,0
2024-10-01,CP019,315914,315914,315914.0,0
2024-10-01,CP020,748819,748819,748819.0,0
2024-10-01,CP022,172000,172000,172000.0,0
2024-10-01,CP023,164000,164000,164000.0,0
2024-11-01,CP001,1479093,1479093,1479093.0,0
2024-11-01,CP002,174000,174000,174000.0,0
2024-11-01,CP004,1479093,1479093,1479093.0,0
2024-11-01,CP005,2723835,2723835,2723835.0,0
2024-11-01,CP006,3609482,3609482,3609482.0,0
2024-11-01,CP007,137300,137300,137300.0,0
2024-11-01,CP008,1818221,1818221,1818221.0,0
2024-11-01,CP009,2511766,2511766,2511766.0,0
2024-11-01,CP010,433200,433200,433200.0,0
2024-11-01,CP011,261700,261700,261700.0,0
2024-11-01,CP013,135000,135000,135000.0,0
2024-11-01,CP014,216200,216200,216200.0,0
2024-11-01,CP015,855000,855000,855000.0,0
2024-11-01,CP016,170000,170000,170000.0,0
2024-11-01,CP019,310700,310700,310700.0,0
2024-11-01,CP020,334000,334000,334000.0,0
2024-11-01,CP022,174000,174000,174000.0,0
2024-11-01,CP024,174000,174000,174000.0,0
2024-12-01,CP001,642300,642300,642300.0,0
2024-12-01,CP002,521000,521000,521000.0,0
2024-12-01,CP004,642300,642300,642300.0,0
2024-12-01,CP005,3603633,3603633,3603633.0,0
2024-12-01,CP006,4999185,4999185,4999185.0,0
2024-12-01,CP007,145952,145952,145952.0,0
2024-12-01,CP008,1859072,1859072,1859072.0,0
2024-12-01,CP009,1745800,1745800,1745800.0,0
2024-12-01,CP010,831408,831408,831408.0,0
2024-12-01,CP011,634682,634682,634682.0,0
2024-12-01,CP014,137100,137100,137100.0,0
2024-12-01,CP015,1188482,1188482,1188482.0,0
2024-12-01,CP016,508000,508000,508000.0,0
2024-12-01,CP019,145952,145952,145952.0,0
2024-12-01,CP020,290755,290755,290755.0,0
2024-12-01,CP022,521000,521000,521000.0,0
