node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change,mean_rank,median_rank,best_rank,worst_rank,rank_std,mean_percentile_rank,top_5pct_months,top_10pct_months,top_20pct_months,months_observed,top_5pct_share,top_10pct_share,top_20pct_share
CP011,chokepoint,total_route_exposure,60,60,13.266666666666667,5.922856235694107,0.44644644992669147,1.0,24.0,0.5699255196241444,4.11864406779661,6.833333333333333,5.0,1.0,38.0,6.048299009139247,0.9634135472370766,50,57,60,60,0.8333333333333334,0.95,1.0
CP011,chokepoint,total_voyages,60,60,17.65,8.2745781806565,0.46881462779923516,1.0,34.0,0.6272196121347502,5.423728813559322,7.9,6.5,1.0,42.0,6.138790252379686,0.9586898395721926,52,58,59,60,0.8666666666666667,0.9666666666666667,0.9833333333333333
CP012,chokepoint,betweenness,60,57,0.006684237855608757,0.004782573548345159,0.7155002038612513,0.0,0.01719298245614035,0.034112965351386436,0.005244133253102443,12.7,11.0,2.0,21.0,4.446670817131869,0.9144830659536541,24,56,60,60,0.4,0.9333333333333333,1.0
CP012,chokepoint,node_throughput,60,57,973929.6333333333,567216.6297371206,0.5824000115858342,0.0,2552060.0,0.4120914138077084,475393.1186440678,33.21666666666667,29.0,7.0,118.0,20.387842561040767,0.8146167557932263,3,18,42,60,0.05,0.3,0.7
CP012,chokepoint,pagerank,60,57,0.01881577437917442,0.006667755152455843,0.3543704881918553,0.0,0.03630591967883386,0.14388969773984614,0.006636261015921844,13.516666666666667,7.0,1.0,118.0,20.030055100888585,0.9203208556149732,38,51,57,60,0.6333333333333333,0.85,0.95
CP012,chokepoint,share_monthly_network_flow,60,57,0.011216744204862942,0.007055782341340508,0.6290401396763173,0.0,0.033403988144623545,0.39219445241556694,0.005996943656615443,33.21666666666667,29.0,7.0,118.0,20.387842561040767,0.8146167557932263,3,18,42,60,0.05,0.3,0.7
CP012,chokepoint,total_degree,60,57,6.033333333333333,2.476784866886133,0.4105168287656574,0.0,10.0,0.32882540620728584,2.2203389830508473,13.666666666666666,8.5,3.0,118.0,19.514155372113997,0.9097593582887701,40,54,57,60,0.6666666666666666,0.9,0.95
CP012,chokepoint,total_route_exposure,60,57,4.85,2.4689598441174385,0.5090638853850389,0.0,10.0,0.47664662856828943,2.0338983050847457,26.683333333333334,21.0,6.0,118.0,18.827937830199385,0.8301247771836007,2,23,52,60,0.03333333333333333,0.38333333333333336,0.8666666666666667
CP012,chokepoint,total_voyages,60,57,5.566666666666666,3.153511180947609,0.5664990145414867,0.0,14.0,0.4527558608863417,2.5762711864406778,31.666666666666668,27.0,7.0,118.0,19.703451187560137,0.8055258467023172,4,16,43,60,0.06666666666666667,0.26666666666666666,0.7166666666666667
CP013,chokepoint,betweenness,60,58,0.0035693737854715123,0.0026136544071553255,0.7322445236174847,0.0,0.012456140350877193,0.579172197551274,0.0018714246581722,16.1,17.0,5.0,21.0,3.3884149586795576,0.8889483065953654,4,53,60,60,0.06666666666666667,0.8833333333333333,1.0
CP013,chokepoint,node_throughput,60,58,853328.1,518631.23047004326,0.6077747005753629,0.0,2366900.0,0.5867074162459353,364631.6271186441,37.06666666666667,33.5,4.0,86.0,19.65884168757598,0.7969251336898395,2,11,38,60,0.03333333333333333,0.18333333333333332,0.6333333333333333
CP013,chokepoint,pagerank,60,58,0.013928655260122233,0.0047329418225477765,0.33979890622307224,0.0,0.026954137448186814,0.4249100475537355,0.0037370814158969377,22.5,18.0,4.0,86.0,15.069893659719508,0.8755347593582887,7,32,53,60,0.11666666666666667,0.5333333333333333,0.8833333333333333
CP013,chokepoint,share_monthly_network_flow,60,58,0.010082923063674575,0.00772160085583267,0.7658097564634838,0.0,0.0424413009498682,0.6929670876263011,0.004192532296130442,37.06666666666667,33.5,4.0,86.0,19.65884168757598,0.7969251336898395,2,11,38,60,0.03333333333333333,0.18333333333333332,0.6333333333333333
CP013,chokepoint,total_degree,60,58,3.3666666666666667,1.5290039592311828,0.45415959185084637,0.0,7.0,0.1600444654406549,1.5254237288135593,23.383333333333333,21.0,6.0,86.0,14.577776988310116,0.8401960784313726,7,27,55,60,0.11666666666666667,0.45,0.9166666666666666
CP013,chokepoint,total_route_exposure,60,58,4.383333333333334,2.429282286886094,0.5542088867420747,0.0,11.0,0.6489489700324181,1.5254237288135593,29.133333333333333,24.5,3.0,86.0,16.52472894381831,0.8112299465240641,3,19,44,60,0.05,0.31666666666666665,0.7333333333333333
CP013,chokepoint,total_voyages,60,58,5.066666666666666,3.0800983181901054,0.6079141417480471,0.0,14.0,0.5810640962947948,2.135593220338983,34.0,32.0,4.0,86.0,17.990581339944313,0.7894830659536541,3,16,41,60,0.05,0.26666666666666666,0.6833333333333333
CP014,chokepoint,betweenness,60,57,0.005831381356368886,0.0045266566782119,0.7762580427479676,0.0,0.020594059405940595,-0.044699248512577346,0.004987619634882178,13.75,13.5,3.0,21.0,4.221113195611969,0.909180035650624,13,54,60,60,0.21666666666666667,0.9,1.0
CP014,chokepoint,node_throughput,60,57,709809.0166666667,445780.2543357095,0.6280284469041231,0.0,1955400.0,0.1962841361467069,449608.3728813559,41.85,36.5,12.0,92.0,21.369092998843453,0.7678698752228164,0,7,32,60,0.0,0.11666666666666667,0.5333333333333333
CP014,chokepoint,pagerank,60,57,0.01176180031304678,0.00479318918531305,0.4075217277746336,0.0,0.02409208949941353,-0.10458342641173203,0.005168419718398386,33.13333333333333,25.0,4.0,92.0,21.970293245897622,0.8148841354723707,4,17,41,60,0.06666666666666667,0.2833333333333333,0.6833333333333333
CP014,chokepoint,share_monthly_network_flow,60,57,0.008171114468080073,0.0052893272565013635,0.6473201761110772,0.0,0.023425198423311602,0.11413157372977706,0.005410768404522448,41.85,36.5,12.0,92.0,21.369092998843453,0.7678698752228164,0,7,32,60,0.0,0.11666666666666667,0.5333333333333333
CP014,chokepoint,total_degree,60,57,4.816666666666666,2.3397208776498823,0.48575519951208634,0.0,10.0,0.10874228442130454,2.406779661016949,17.983333333333334,12.0,3.0,92.0,18.352935078311063,0.8779857397504457,25,43,56,60,0.4166666666666667,0.7166666666666667,0.9333333333333333
