node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change
LNGN0378,terminal,total_route_exposure,60,46,1.7666666666666666,1.3195616460980923,0.7469216864706183,0.0,5.0,0.5178753830439223,0.9152542372881356
LNGN0378,terminal,total_degree,60,46,1.7666666666666666,1.3195616460980923,0.7469216864706183,0.0,5.0,0.5178753830439223,0.9152542372881356
LNGN0378,terminal,total_strength,60,46,231861.66666666666,178900.88828086798,0.7715845868479106,0.0,604000.0,0.5473352767714442,123515.25423728813
LNGN0378,terminal,betweenness,60,46,0.0,0.0,,0.0,0.0,,0.0
LNGN0378,terminal,pagerank,60,46,0.004807322794778553,0.0027491198452470143,0.5718608802872475,0.0,0.0077093748584512916,0.4861596983701111,0.0013131472007739998
LNGN0378,terminal,eigenvector,60,46,7.2542537796907e-05,0.00010540473790283009,1.4530059342275208,0.0,0.00044769446214730784,0.38378242979366606,7.156773341853648e-05
LNGN0378,terminal,share_monthly_network_flow,60,46,0.002460596443876084,0.0018165917237922997,0.738272920906401,0.0,0.006792218287753561,0.3932685928155233,0.0014607833996773882
LNGN0381,terminal,node_throughput,60,58,637370.3666666667,334523.22939670255,0.5248490467892308,0.0,1443472.0,0.19261000268188858,331900.9152542373
LNGN0381,terminal,total_voyages,60,58,3.816666666666667,2.021005511332455,0.5295210946722589,0.0,9.0,0.20055075285294993,1.9661016949152543
LNGN0381,terminal,total_route_exposure,60,58,2.9833333333333334,1.5996998306002905,0.5362122337207678,0.0,7.0,0.1568989553308185,1.5932203389830508
LNGN0381,terminal,total_degree,60,58,2.15,0.9173469483945611,0.4266729992532842,0.0,4.0,0.11611107344486225,0.9491525423728814
