country,period_month,outgoing_flow,outgoing_voyages,active_export_terminals,destination_countries,incoming_flow,incoming_voyages,active_import_terminals,origin_countries,throughput,voyage_count,export_share,country_role,active,year,month
China,2021-04-01,0,0,0,0,4096363,22,9,7,4096363,22,0,importer,1,2021,4
Colombia,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Croatia,2021-04-01,0,0,0,0,145000,1,1,1,145000,1,0,importer,1,2021,4
Egypt,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
El Salvador,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Equatorial Guinea,2021-04-01,160000,1,1,1,0,0,0,0,160000,1,1,exporter,1,2021,4
Finland,2021-04-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2021,4
France,2021-04-01,0,0,0,0,2012516,12,3,3,2012516,12,0,importer,1,2021,4
Germany,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Gibraltar,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Greece,2021-04-01,0,0,0,0,210100,1,1,1,210100,1,0,importer,1,2021,4
Hong Kong,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
India,2021-04-01,0,0,0,0,1142143,7,4,4,1142143,7,0,importer,1,2021,4
Indonesia,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Italy,2021-04-01,0,0,0,0,302000,4,1,1,302000,4,0,importer,1,2021,4
Jamaica,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Japan,2021-04-01,0,0,0,0,1434396,9,7,3,1434396,9,0,importer,1,2021,4
Jordan,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Kuwait,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Lithuania,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Malaysia,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Malta,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Mexico,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Mozambique,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Netherlands,2021-04-01,0,0,0,0,1036331,7,1,4,1036331,7,0,importer,1,2021,4
Nigeria,2021-04-01,2172426,14,1,8,0,0,0,0,2172426,14,1,exporter,1,2021,4
Norway,2021-04-01,22969,1,1,1,0,0,0,0,22969,1,1,exporter,1,2021,4
Oman,2021-04-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2021,4
Pakistan,2021-04-01,0,0,0,0,645125,4,1,1,645125,4,0,importer,1,2021,4
Panama,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Peru,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Philippines,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Poland,2021-04-01,0,0,0,0,390000,2,1,2,390000,2,0,importer,1,2021,4
Portugal,2021-04-01,0,0,0,0,939600,6,1,3,939600,6,0,importer,1,2021,4
Qatar,2021-04-01,5716104,27,1,11,0,0,0,0,5716104,27,1,exporter,1,2021,4
Russia,2021-04-01,2939338,21,3,10,0,0,0,0,2939338,21,1,exporter,1,2021,4
South Korea,2021-04-01,0,0,0,0,1552018,8,3,3,1552018,8,0,importer,1,2021,4
Spain,2021-04-01,0,0,0,0,1209420,9,6,4,1209420,9,0,importer,1,2021,4
Sweden,2021-04-01,0,0,0,0,22969,1,1,1,22969,1,0,importer,1,2021,4
Taiwan,2021-04-01,0,0,0,0,1602452,10,2,4,1602452,10,0,importer,1,2021,4
Thailand,2021-04-01,0,0,0,0,1123117,6,1,3,1123117,6,0,importer,1,2021,4
Trinidad and Tobago,2021-04-01,342000,2,1,2,0,0,0,0,342000,2,1,exporter,1,2021,4
Turkmenistan,2021-04-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,4
Türkiye,2021-04-01,0,0,0,0,308058,2,1,1,308058,2,0,importer,1,2021,4
United Arab Emirates,2021-04-01,405000,3,1,1,210000,1,1,1,615000,4,0.658536585366,bidirectional,1,2021,4
United Kingdom,2021-04-01,0,0,0,0,1810700,9,2,4,1810700,9,0,importer,1,2021,4
United States,2021-04-01,5538136,33,4,12,0,0,0,0,5538136,33,1,exporter,1,2021,4
Algeria,2021-05-01,1441058,12,2,5,0,0,0,0,1441058,12,1,exporter,1,2021,5
Argentina,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Australia,2021-05-01,2702551,17,4,3,0,0,0,0,2702551,17,1,exporter,1,2021,5
Bangladesh,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Belgium,2021-05-01,0,0,0,0,1703535,10,1,2,1703535,10,0,importer,1,2021,5
Brazil,2021-05-01,0,0,0,0,334000,2,2,1,334000,2,0,importer,1,2021,5
Cameroon,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Canada,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Chile,2021-05-01,0,0,0,0,702673,4,2,2,702673,4,0,importer,1,2021,5
China,2021-05-01,0,0,0,0,3357325,19,9,4,3357325,19,0,importer,1,2021,5
Colombia,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Croatia,2021-05-01,0,0,0,0,501363,3,1,1,501363,3,0,importer,1,2021,5
Egypt,2021-05-01,160000,1,1,1,0,0,0,0,160000,1,1,exporter,1,2021,5
El Salvador,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Equatorial Guinea,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Finland,2021-05-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2021,5
France,2021-05-01,0,0,0,0,1722800,12,3,4,1722800,12,0,importer,1,2021,5
Germany,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Gibraltar,2021-05-01,0,0,0,0,209220,1,1,1,209220,1,0,importer,1,2021,5
Greece,2021-05-01,0,0,0,0,335000,2,1,1,335000,2,0,importer,1,2021,5
Hong Kong,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
India,2021-05-01,0,0,0,0,814478,5,3,4,814478,5,0,importer,1,2021,5
Indonesia,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Italy,2021-05-01,0,0,0,0,572817,5,2,4,572817,5,0,importer,1,2021,5
Jamaica,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Japan,2021-05-01,0,0,0,0,2457679,15,6,5,2457679,15,0,importer,1,2021,5
Jordan,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Kuwait,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Lithuania,2021-05-01,0,0,0,0,154880,1,1,1,154880,1,0,importer,1,2021,5
Malaysia,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Malta,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Mexico,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Mozambique,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Netherlands,2021-05-01,0,0,0,0,867400,5,1,2,867400,5,0,importer,1,2021,5
Nigeria,2021-05-01,1661414,11,1,6,0,0,0,0,1661414,11,1,exporter,1,2021,5
Norway,2021-05-01,22969,1,1,1,0,0,0,0,22969,1,1,exporter,1,2021,5
Oman,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Pakistan,2021-05-01,0,0,0,0,595363,4,1,2,595363,4,0,importer,1,2021,5
Panama,2021-05-01,0,0,0,0,138158,1,1,1,138158,1,0,importer,1,2021,5
Peru,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Philippines,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Poland,2021-05-01,0,0,0,0,217000,1,1,1,217000,1,0,importer,1,2021,5
Portugal,2021-05-01,0,0,0,0,145914,1,1,1,145914,1,0,importer,1,2021,5
Qatar,2021-05-01,7807284,37,1,14,0,0,0,0,7807284,37,1,exporter,1,2021,5
Russia,2021-05-01,3165369,22,2,7,0,0,0,0,3165369,22,1,exporter,1,2021,5
South Korea,2021-05-01,0,0,0,0,2428782,12,4,3,2428782,12,0,importer,1,2021,5
Spain,2021-05-01,0,0,0,0,1381500,9,6,4,1381500,9,0,importer,1,2021,5
Sweden,2021-05-01,0,0,0,0,58969,3,1,2,58969,3,0,importer,1,2021,5
Taiwan,2021-05-01,0,0,0,0,972362,6,2,2,972362,6,0,importer,1,2021,5
Thailand,2021-05-01,0,0,0,0,822400,4,1,2,822400,4,0,importer,1,2021,5
Trinidad and Tobago,2021-05-01,467397,3,1,3,0,0,0,0,467397,3,1,exporter,1,2021,5
Turkmenistan,2021-05-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,5
Türkiye,2021-05-01,0,0,0,0,510000,3,2,1,510000,3,0,importer,1,2021,5
United Arab Emirates,2021-05-01,681100,5,1,3,426220,2,1,1,1107320,7,0.615088682585,bidirectional,1,2021,5
United Kingdom,2021-05-01,0,0,0,0,2089035,10,2,4,2089035,10,0,importer,1,2021,5
United States,2021-05-01,5427731,32,4,14,0,0,0,0,5427731,32,1,exporter,1,2021,5
Algeria,2021-06-01,502616,5,2,4,0,0,0,0,502616,5,1,exporter,1,2021,6
Argentina,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Australia,2021-06-01,2707499,17,5,5,0,0,0,0,2707499,17,1,exporter,1,2021,6
Bangladesh,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Belgium,2021-06-01,0,0,0,0,708700,4,1,2,708700,4,0,importer,1,2021,6
Brazil,2021-06-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2021,6
Cameroon,2021-06-01,170000,1,1,1,0,0,0,0,170000,1,1,exporter,1,2021,6
Canada,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Chile,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
China,2021-06-01,0,0,0,0,3835305,21,9,7,3835305,21,0,importer,1,2021,6
Colombia,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Croatia,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Egypt,2021-06-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2021,6
El Salvador,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Equatorial Guinea,2021-06-01,320251,2,1,2,0,0,0,0,320251,2,1,exporter,1,2021,6
Finland,2021-06-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2021,6
France,2021-06-01,0,0,0,0,904217,6,3,4,904217,6,0,importer,1,2021,6
Germany,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Gibraltar,2021-06-01,0,0,0,0,167062,1,1,1,167062,1,0,importer,1,2021,6
Greece,2021-06-01,0,0,0,0,75500,1,1,1,75500,1,0,importer,1,2021,6
Hong Kong,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
India,2021-06-01,0,0,0,0,1244340,7,1,3,1244340,7,0,importer,1,2021,6
Indonesia,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Italy,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Jamaica,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Japan,2021-06-01,0,0,0,0,3247669,19,11,4,3247669,19,0,importer,1,2021,6
Jordan,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Kuwait,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Lithuania,2021-06-01,0,0,0,0,154880,1,1,1,154880,1,0,importer,1,2021,6
Malaysia,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Malta,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Mexico,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Mozambique,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Netherlands,2021-06-01,0,0,0,0,488012,3,1,2,488012,3,0,importer,1,2021,6
Nigeria,2021-06-01,1585092,10,1,6,0,0,0,0,1585092,10,1,exporter,1,2021,6
Norway,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Oman,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Pakistan,2021-06-01,0,0,0,0,580402,4,1,1,580402,4,0,importer,1,2021,6
Panama,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Peru,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Philippines,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Poland,2021-06-01,0,0,0,0,376200,2,1,2,376200,2,0,importer,1,2021,6
Portugal,2021-06-01,0,0,0,0,489952,3,1,2,489952,3,0,importer,1,2021,6
Qatar,2021-06-01,6584444,32,1,12,0,0,0,0,6584444,32,1,exporter,1,2021,6
Russia,2021-06-01,2438800,17,3,7,0,0,0,0,2438800,17,1,exporter,1,2021,6
South Korea,2021-06-01,0,0,0,0,2522308,13,5,4,2522308,13,0,importer,1,2021,6
Spain,2021-06-01,0,0,0,0,1720965,11,6,6,1720965,11,0,importer,1,2021,6
Sweden,2021-06-01,0,0,0,0,36000,2,2,1,36000,2,0,importer,1,2021,6
Taiwan,2021-06-01,0,0,0,0,1098110,7,2,3,1098110,7,0,importer,1,2021,6
Thailand,2021-06-01,0,0,0,0,907126,5,1,3,907126,5,0,importer,1,2021,6
Trinidad and Tobago,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Turkmenistan,2021-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,6
Türkiye,2021-06-01,0,0,0,0,276116,2,2,1,276116,2,0,importer,1,2021,6
United Arab Emirates,2021-06-01,409690,3,1,2,387000,2,1,2,796690,5,0.514240168698,bidirectional,1,2021,6
United Kingdom,2021-06-01,0,0,0,0,533335,2,1,1,533335,2,0,importer,1,2021,6
United States,2021-06-01,5052807,30,5,13,0,0,0,0,5052807,30,1,exporter,1,2021,6
Algeria,2021-07-01,1271058,11,1,4,0,0,0,0,1271058,11,1,exporter,1,2021,7
Argentina,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Australia,2021-07-01,2976966,19,4,5,0,0,0,0,2976966,19,1,exporter,1,2021,7
Bangladesh,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Belgium,2021-07-01,0,0,0,0,587420,3,1,2,587420,3,0,importer,1,2021,7
Brazil,2021-07-01,0,0,0,0,352717,2,2,1,352717,2,0,importer,1,2021,7
Cameroon,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Canada,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Chile,2021-07-01,0,0,0,0,348000,2,2,1,348000,2,0,importer,1,2021,7
China,2021-07-01,0,0,0,0,3965931,21,10,5,3965931,21,0,importer,1,2021,7
Colombia,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Croatia,2021-07-01,0,0,0,0,290000,2,1,1,290000,2,0,importer,1,2021,7
Egypt,2021-07-01,334000,2,1,2,0,0,0,0,334000,2,1,exporter,1,2021,7
El Salvador,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Equatorial Guinea,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Finland,2021-07-01,0,0,0,0,54000,3,2,1,54000,3,0,importer,1,2021,7
France,2021-07-01,0,0,0,0,1153870,9,3,2,1153870,9,0,importer,1,2021,7
Germany,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Gibraltar,2021-07-01,0,0,0,0,315759,2,1,1,315759,2,0,importer,1,2021,7
Greece,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Hong Kong,2021-07-01,0,0,0,0,154948,1,1,1,154948,1,0,importer,1,2021,7
India,2021-07-01,0,0,0,0,1375637,8,1,4,1375637,8,0,importer,1,2021,7
Indonesia,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Italy,2021-07-01,0,0,0,0,151000,2,1,1,151000,2,0,importer,1,2021,7
Jamaica,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Japan,2021-07-01,0,0,0,0,4466436,27,11,7,4466436,27,0,importer,1,2021,7
Jordan,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Kuwait,2021-07-01,0,0,0,0,433200,2,1,1,433200,2,0,importer,1,2021,7
Lithuania,2021-07-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2021,7
Malaysia,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Malta,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Mexico,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Mozambique,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Netherlands,2021-07-01,0,0,0,0,694400,4,1,2,694400,4,0,importer,1,2021,7
Nigeria,2021-07-01,1443600,9,1,4,0,0,0,0,1443600,9,1,exporter,1,2021,7
Norway,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Oman,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Pakistan,2021-07-01,0,0,0,0,311472,2,1,2,311472,2,0,importer,1,2021,7
Panama,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Peru,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Philippines,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Poland,2021-07-01,0,0,0,0,210100,1,1,1,210100,1,0,importer,1,2021,7
Portugal,2021-07-01,0,0,0,0,495323,3,1,3,495323,3,0,importer,1,2021,7
Qatar,2021-07-01,6797368,32,1,15,0,0,0,0,6797368,32,1,exporter,1,2021,7
Russia,2021-07-01,2606743,18,2,7,0,0,0,0,2606743,18,1,exporter,1,2021,7
South Korea,2021-07-01,0,0,0,0,2215648,11,5,4,2215648,11,0,importer,1,2021,7
Spain,2021-07-01,0,0,0,0,1249220,8,4,5,1249220,8,0,importer,1,2021,7
Sweden,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Taiwan,2021-07-01,0,0,0,0,1147482,7,2,3,1147482,7,0,importer,1,2021,7
Thailand,2021-07-01,0,0,0,0,426000,2,1,1,426000,2,0,importer,1,2021,7
Trinidad and Tobago,2021-07-01,138517,1,1,1,0,0,0,0,138517,1,1,exporter,1,2021,7
Turkmenistan,2021-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,7
Türkiye,2021-07-01,0,0,0,0,514000,3,2,2,514000,3,0,importer,1,2021,7
United Arab Emirates,2021-07-01,701800,5,1,3,216000,1,1,1,917800,6,0.764654608847,bidirectional,1,2021,7
United Kingdom,2021-07-01,0,0,0,0,265000,1,1,1,265000,1,0,importer,1,2021,7
United States,2021-07-01,5283511,31,5,13,0,0,0,0,5283511,31,1,exporter,1,2021,7
Algeria,2021-08-01,717500,7,2,3,0,0,0,0,717500,7,1,exporter,1,2021,8
Argentina,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Australia,2021-08-01,2777588,18,4,5,0,0,0,0,2777588,18,1,exporter,1,2021,8
Bangladesh,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Belgium,2021-08-01,0,0,0,0,389200,2,1,2,389200,2,0,importer,1,2021,8
Brazil,2021-08-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2021,8
Cameroon,2021-08-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2021,8
Canada,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Chile,2021-08-01,0,0,0,0,347400,2,2,1,347400,2,0,importer,1,2021,8
China,2021-08-01,0,0,0,0,3988590,22,9,7,3988590,22,0,importer,1,2021,8
Colombia,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Croatia,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Egypt,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
El Salvador,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Equatorial Guinea,2021-08-01,173673,1,1,1,0,0,0,0,173673,1,1,exporter,1,2021,8
Finland,2021-08-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2021,8
France,2021-08-01,0,0,0,0,1427855,11,3,4,1427855,11,0,importer,1,2021,8
Germany,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Gibraltar,2021-08-01,0,0,0,0,495208,3,1,1,495208,3,0,importer,1,2021,8
Greece,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Hong Kong,2021-08-01,0,0,0,0,172000,1,1,1,172000,1,0,importer,1,2021,8
India,2021-08-01,0,0,0,0,695162,4,2,4,695162,4,0,importer,1,2021,8
Indonesia,2021-08-01,0,0,0,0,173400,1,1,1,173400,1,0,importer,1,2021,8
Italy,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Jamaica,2021-08-01,0,0,0,0,166000,1,1,1,166000,1,0,importer,1,2021,8
Japan,2021-08-01,0,0,0,0,2316964,15,7,5,2316964,15,0,importer,1,2021,8
Jordan,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Kuwait,2021-08-01,0,0,0,0,1157852,5,1,1,1157852,5,0,importer,1,2021,8
Lithuania,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Malaysia,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Malta,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Mexico,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Mozambique,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Netherlands,2021-08-01,0,0,0,0,522755,3,1,2,522755,3,0,importer,1,2021,8
Nigeria,2021-08-01,1972752,13,1,5,0,0,0,0,1972752,13,1,exporter,1,2021,8
Norway,2021-08-01,0,0,0,0,22969,1,1,1,22969,1,0,importer,1,2021,8
Oman,2021-08-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2021,8
Pakistan,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Panama,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Peru,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Philippines,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Poland,2021-08-01,0,0,0,0,216200,1,1,1,216200,1,0,importer,1,2021,8
Portugal,2021-08-01,0,0,0,0,619600,4,1,3,619600,4,0,importer,1,2021,8
Qatar,2021-08-01,5590643,25,1,13,0,0,0,0,5590643,25,1,exporter,1,2021,8
Russia,2021-08-01,1450887,12,2,8,0,0,0,0,1450887,12,1,exporter,1,2021,8
South Korea,2021-08-01,0,0,0,0,1787370,9,3,3,1787370,9,0,importer,1,2021,8
Spain,2021-08-01,0,0,0,0,1436627,10,5,4,1436627,10,0,importer,1,2021,8
Sweden,2021-08-01,0,0,0,0,45938,2,2,1,45938,2,0,importer,1,2021,8
Taiwan,2021-08-01,0,0,0,0,631615,4,2,3,631615,4,0,importer,1,2021,8
Thailand,2021-08-01,0,0,0,0,599420,3,1,2,599420,3,0,importer,1,2021,8
Trinidad and Tobago,2021-08-01,308059,2,1,2,0,0,0,0,308059,2,1,exporter,1,2021,8
Turkmenistan,2021-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,8
Türkiye,2021-08-01,0,0,0,0,510000,3,2,2,510000,3,0,importer,1,2021,8
United Arab Emirates,2021-08-01,544100,4,1,2,425100,2,1,1,969200,6,0.561390837804,bidirectional,1,2021,8
United Kingdom,2021-08-01,0,0,0,0,266000,1,1,1,266000,1,0,importer,1,2021,8
United States,2021-08-01,4860082,29,5,14,138059,1,1,1,4998141,30,0.972377930114,exporter,1,2021,8
Algeria,2021-09-01,1098116,9,2,4,0,0,0,0,1098116,9,1,exporter,1,2021,9
Argentina,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Australia,2021-09-01,3187566,20,4,4,0,0,0,0,3187566,20,1,exporter,1,2021,9
Bangladesh,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Belgium,2021-09-01,0,0,0,0,1357373,7,1,2,1357373,7,0,importer,1,2021,9
Brazil,2021-09-01,0,0,0,0,522000,3,3,1,522000,3,0,importer,1,2021,9
Cameroon,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Canada,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Chile,2021-09-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2021,9
China,2021-09-01,0,0,0,0,3465998,19,10,5,3465998,19,0,importer,1,2021,9
Colombia,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Croatia,2021-09-01,0,0,0,0,145000,1,1,1,145000,1,0,importer,1,2021,9
Egypt,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
El Salvador,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Equatorial Guinea,2021-09-01,160000,1,1,1,0,0,0,0,160000,1,1,exporter,1,2021,9
Finland,2021-09-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2021,9
France,2021-09-01,0,0,0,0,1539355,11,3,5,1539355,11,0,importer,1,2021,9
Germany,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Gibraltar,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Greece,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Hong Kong,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
India,2021-09-01,0,0,0,0,1015290,6,2,4,1015290,6,0,importer,1,2021,9
Indonesia,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Italy,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Jamaica,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Japan,2021-09-01,0,0,0,0,2642584,16,7,3,2642584,16,0,importer,1,2021,9
Jordan,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Kuwait,2021-09-01,0,0,0,0,1115440,5,1,1,1115440,5,0,importer,1,2021,9
Lithuania,2021-09-01,0,0,0,0,171362,1,1,1,171362,1,0,importer,1,2021,9
Malaysia,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
