country,period_month,outgoing_flow,outgoing_voyages,active_export_terminals,destination_countries,incoming_flow,incoming_voyages,active_import_terminals,origin_countries,throughput,voyage_count,export_share,country_role,active,year,month
Indonesia,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Italy,2020-06-01,0,0,0,0,865217,8,2,3,865217,8,0,importer,1,2020,6
Jamaica,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Japan,2020-06-01,0,0,0,0,2119695,13,7,6,2119695,13,0,importer,1,2020,6
Jordan,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Kuwait,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Lithuania,2020-06-01,0,0,0,0,302088,2,1,2,302088,2,0,importer,1,2020,6
Malaysia,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Malta,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Mexico,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Mozambique,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Netherlands,2020-06-01,0,0,0,0,172000,1,1,1,172000,1,0,importer,1,2020,6
Nigeria,2020-06-01,851607,5,1,5,0,0,0,0,851607,5,1,exporter,1,2020,6
Norway,2020-06-01,302088,2,1,2,0,0,0,0,302088,2,1,exporter,1,2020,6
Oman,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Pakistan,2020-06-01,0,0,0,0,574625,4,1,1,574625,4,0,importer,1,2020,6
Panama,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Peru,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Philippines,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Poland,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Portugal,2020-06-01,0,0,0,0,173000,1,1,1,173000,1,0,importer,1,2020,6
Qatar,2020-06-01,6706086,33,1,13,0,0,0,0,6706086,33,1,exporter,1,2020,6
Russia,2020-06-01,2579800,15,1,8,0,0,0,0,2579800,15,1,exporter,1,2020,6
South Korea,2020-06-01,0,0,0,0,679812,4,4,1,679812,4,0,importer,1,2020,6
Spain,2020-06-01,0,0,0,0,737600,4,4,3,737600,4,0,importer,1,2020,6
Sweden,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Taiwan,2020-06-01,0,0,0,0,837190,5,2,4,837190,5,0,importer,1,2020,6
Thailand,2020-06-01,0,0,0,0,432000,2,1,1,432000,2,0,importer,1,2020,6
Trinidad and Tobago,2020-06-01,331800,2,1,2,0,0,0,0,331800,2,1,exporter,1,2020,6
Turkmenistan,2020-06-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,6
Türkiye,2020-06-01,0,0,0,0,524058,3,2,2,524058,3,0,importer,1,2020,6
United Arab Emirates,2020-06-01,407540,3,1,3,333100,2,1,2,740640,5,0.550253834521,bidirectional,1,2020,6
United Kingdom,2020-06-01,0,0,0,0,1323861,6,2,3,1323861,6,0,importer,1,2020,6
United States,2020-06-01,1823502,11,3,7,0,0,0,0,1823502,11,1,exporter,1,2020,6
Algeria,2020-07-01,780058,7,2,2,0,0,0,0,780058,7,1,exporter,1,2020,7
Argentina,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Australia,2020-07-01,2063144,13,4,2,0,0,0,0,2063144,13,1,exporter,1,2020,7
Bangladesh,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Belgium,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Brazil,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Cameroon,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Canada,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Chile,2020-07-01,0,0,0,0,180000,1,1,1,180000,1,0,importer,1,2020,7
China,2020-07-01,0,0,0,0,1790748,10,7,3,1790748,10,0,importer,1,2020,7
Colombia,2020-07-01,0,0,0,0,159274,1,1,1,159274,1,0,importer,1,2020,7
Croatia,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Egypt,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
El Salvador,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Equatorial Guinea,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Finland,2020-07-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2020,7
France,2020-07-01,0,0,0,0,635908,4,2,3,635908,4,0,importer,1,2020,7
Germany,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Gibraltar,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Greece,2020-07-01,0,0,0,0,297759,2,1,2,297759,2,0,importer,1,2020,7
Hong Kong,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
India,2020-07-01,0,0,0,0,984860,5,2,2,984860,5,0,importer,1,2020,7
Indonesia,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Italy,2020-07-01,0,0,0,0,440120,5,2,2,440120,5,0,importer,1,2020,7
Jamaica,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Japan,2020-07-01,0,0,0,0,1777348,11,7,3,1777348,11,0,importer,1,2020,7
Jordan,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Kuwait,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Lithuania,2020-07-01,0,0,0,0,302088,2,1,1,302088,2,0,importer,1,2020,7
Malaysia,2020-07-01,145700,1,1,1,0,0,0,0,145700,1,1,exporter,1,2020,7
Malta,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Mexico,2020-07-01,0,0,0,0,170000,1,1,1,170000,1,0,importer,1,2020,7
Mozambique,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Netherlands,2020-07-01,0,0,0,0,690000,4,1,2,690000,4,0,importer,1,2020,7
Nigeria,2020-07-01,345000,2,1,2,0,0,0,0,345000,2,1,exporter,1,2020,7
Norway,2020-07-01,916537,7,2,6,0,0,0,0,916537,7,1,exporter,1,2020,7
Oman,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Pakistan,2020-07-01,0,0,0,0,151700,1,1,1,151700,1,0,importer,1,2020,7
Panama,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Peru,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Philippines,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Poland,2020-07-01,0,0,0,0,210100,1,1,1,210100,1,0,importer,1,2020,7
Portugal,2020-07-01,0,0,0,0,334000,2,1,1,334000,2,0,importer,1,2020,7
Qatar,2020-07-01,5494725,26,1,13,0,0,0,0,5494725,26,1,exporter,1,2020,7
Russia,2020-07-01,2547814,17,3,8,0,0,0,0,2547814,17,1,exporter,1,2020,7
South Korea,2020-07-01,0,0,0,0,879398,4,2,2,879398,4,0,importer,1,2020,7
Spain,2020-07-01,0,0,0,0,1635922,9,4,6,1635922,9,0,importer,1,2020,7
Sweden,2020-07-01,0,0,0,0,36000,2,1,2,36000,2,0,importer,1,2020,7
Taiwan,2020-07-01,0,0,0,0,473400,3,2,2,473400,3,0,importer,1,2020,7
Thailand,2020-07-01,0,0,0,0,648400,3,1,1,648400,3,0,importer,1,2020,7
Trinidad and Tobago,2020-07-01,309000,2,1,2,0,0,0,0,309000,2,1,exporter,1,2020,7
Turkmenistan,2020-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,7
Türkiye,2020-07-01,0,0,0,0,694058,4,2,2,694058,4,0,importer,1,2020,7
United Arab Emirates,2020-07-01,274640,2,1,2,137100,1,1,1,411740,3,0.667022878516,bidirectional,1,2020,7
United Kingdom,2020-07-01,0,0,0,0,1251435,6,2,2,1251435,6,0,importer,1,2020,7
United States,2020-07-01,1156000,7,2,6,135000,1,1,1,1291000,8,0.895429899303,bidirectional,1,2020,7
Algeria,2020-08-01,661000,5,2,4,0,0,0,0,661000,5,1,exporter,1,2020,8
Argentina,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Australia,2020-08-01,2289382,15,4,2,0,0,0,0,2289382,15,1,exporter,1,2020,8
Bangladesh,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Belgium,2020-08-01,0,0,0,0,154948,1,1,1,154948,1,0,importer,1,2020,8
Brazil,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Cameroon,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Canada,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Chile,2020-08-01,0,0,0,0,521000,3,2,2,521000,3,0,importer,1,2020,8
China,2020-08-01,0,0,0,0,2201897,12,6,3,2201897,12,0,importer,1,2020,8
Colombia,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Croatia,2020-08-01,0,0,0,0,151700,1,1,1,151700,1,0,importer,1,2020,8
Egypt,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
El Salvador,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Equatorial Guinea,2020-08-01,172000,1,1,1,0,0,0,0,172000,1,1,exporter,1,2020,8
Finland,2020-08-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2020,8
France,2020-08-01,0,0,0,0,832000,5,3,3,832000,5,0,importer,1,2020,8
Germany,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Gibraltar,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Greece,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Hong Kong,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
India,2020-08-01,0,0,0,0,1017818,6,2,4,1017818,6,0,importer,1,2020,8
Indonesia,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Italy,2020-08-01,0,0,0,0,312870,3,2,2,312870,3,0,importer,1,2020,8
Jamaica,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Japan,2020-08-01,0,0,0,0,1594453,10,6,2,1594453,10,0,importer,1,2020,8
Jordan,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Kuwait,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Lithuania,2020-08-01,0,0,0,0,154880,1,1,1,154880,1,0,importer,1,2020,8
Malaysia,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Malta,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Mexico,2020-08-01,0,0,0,0,172000,1,1,1,172000,1,0,importer,1,2020,8
Mozambique,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Netherlands,2020-08-01,0,0,0,0,142759,1,1,1,142759,1,0,importer,1,2020,8
Nigeria,2020-08-01,440094,3,1,2,0,0,0,0,440094,3,1,exporter,1,2020,8
Norway,2020-08-01,895279,7,2,6,0,0,0,0,895279,7,1,exporter,1,2020,8
Oman,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Pakistan,2020-08-01,0,0,0,0,452311,3,1,1,452311,3,0,importer,1,2020,8
Panama,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Peru,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Philippines,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Poland,2020-08-01,0,0,0,0,716820,4,1,2,716820,4,0,importer,1,2020,8
Portugal,2020-08-01,0,0,0,0,510142,3,1,2,510142,3,0,importer,1,2020,8
Qatar,2020-08-01,5569310,27,1,14,0,0,0,0,5569310,27,1,exporter,1,2020,8
Russia,2020-08-01,1209000,9,2,6,0,0,0,0,1209000,9,1,exporter,1,2020,8
South Korea,2020-08-01,0,0,0,0,707335,3,2,2,707335,3,0,importer,1,2020,8
Spain,2020-08-01,0,0,0,0,1090374,6,4,4,1090374,6,0,importer,1,2020,8
Sweden,2020-08-01,0,0,0,0,36000,2,1,2,36000,2,0,importer,1,2020,8
Taiwan,2020-08-01,0,0,0,0,320000,2,2,2,320000,2,0,importer,1,2020,8
Thailand,2020-08-01,0,0,0,0,642220,3,1,1,642220,3,0,importer,1,2020,8
Trinidad and Tobago,2020-08-01,138059,1,1,1,0,0,0,0,138059,1,1,exporter,1,2020,8
Turkmenistan,2020-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,8
Türkiye,2020-08-01,0,0,0,0,170000,1,1,1,170000,1,0,importer,1,2020,8
United Arab Emirates,2020-08-01,407100,3,1,2,135000,1,1,1,542100,4,0.750968456004,bidirectional,1,2020,8
United Kingdom,2020-08-01,0,0,0,0,618908,3,2,2,618908,3,0,importer,1,2020,8
United States,2020-08-01,1030270,6,5,5,138059,1,1,1,1168329,7,0.881832086681,bidirectional,1,2020,8
Algeria,2020-09-01,717500,7,2,3,0,0,0,0,717500,7,1,exporter,1,2020,9
Argentina,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Australia,2020-09-01,1804618,12,4,3,0,0,0,0,1804618,12,1,exporter,1,2020,9
Bangladesh,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Belgium,2020-09-01,0,0,0,0,371200,2,1,2,371200,2,0,importer,1,2020,9
Brazil,2020-09-01,0,0,0,0,155000,1,1,1,155000,1,0,importer,1,2020,9
Cameroon,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Canada,2020-09-01,0,0,0,0,138120,1,1,1,138120,1,0,importer,1,2020,9
Chile,2020-09-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2020,9
China,2020-09-01,0,0,0,0,1709048,10,6,5,1709048,10,0,importer,1,2020,9
Colombia,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Croatia,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Egypt,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
El Salvador,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Equatorial Guinea,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Finland,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
France,2020-09-01,0,0,0,0,883952,7,2,3,883952,7,0,importer,1,2020,9
Germany,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Gibraltar,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Greece,2020-09-01,0,0,0,0,173400,1,1,1,173400,1,0,importer,1,2020,9
Hong Kong,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
India,2020-09-01,0,0,0,0,703100,4,4,2,703100,4,0,importer,1,2020,9
Indonesia,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Italy,2020-09-01,0,0,0,0,220500,2,2,2,220500,2,0,importer,1,2020,9
Jamaica,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Japan,2020-09-01,0,0,0,0,2487318,15,11,5,2487318,15,0,importer,1,2020,9
Jordan,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Kuwait,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Lithuania,2020-09-01,0,0,0,0,147208,1,1,1,147208,1,0,importer,1,2020,9
Malaysia,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Malta,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Mexico,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Mozambique,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Netherlands,2020-09-01,0,0,0,0,322759,2,1,2,322759,2,0,importer,1,2020,9
Nigeria,2020-09-01,921152,6,1,5,0,0,0,0,921152,6,1,exporter,1,2020,9
Norway,2020-09-01,307967,3,2,3,0,0,0,0,307967,3,1,exporter,1,2020,9
Oman,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Pakistan,2020-09-01,0,0,0,0,817934,5,1,2,817934,5,0,importer,1,2020,9
Panama,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Peru,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Philippines,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Poland,2020-09-01,0,0,0,0,209220,1,1,1,209220,1,0,importer,1,2020,9
Portugal,2020-09-01,0,0,0,0,509600,3,1,2,509600,3,0,importer,1,2020,9
Qatar,2020-09-01,4132652,20,1,11,0,0,0,0,4132652,20,1,exporter,1,2020,9
Russia,2020-09-01,1532880,11,2,6,0,0,0,0,1532880,11,1,exporter,1,2020,9
South Korea,2020-09-01,0,0,0,0,1843572,10,4,3,1843572,10,0,importer,1,2020,9
Spain,2020-09-01,0,0,0,0,614180,4,3,3,614180,4,0,importer,1,2020,9
Sweden,2020-09-01,0,0,0,0,54000,3,2,2,54000,3,0,importer,1,2020,9
Taiwan,2020-09-01,0,0,0,0,603000,4,2,3,603000,4,0,importer,1,2020,9
Thailand,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Trinidad and Tobago,2020-09-01,431179,3,1,3,0,0,0,0,431179,3,1,exporter,1,2020,9
Turkmenistan,2020-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,9
Türkiye,2020-09-01,0,0,0,0,318300,2,2,2,318300,2,0,importer,1,2020,9
United Arab Emirates,2020-09-01,272000,2,1,2,0,0,0,0,272000,2,1,exporter,1,2020,9
United Kingdom,2020-09-01,0,0,0,0,527700,2,1,1,527700,2,0,importer,1,2020,9
United States,2020-09-01,3001222,18,4,10,138059,1,1,1,3139281,19,0.956022095505,exporter,1,2020,9
Algeria,2020-10-01,415500,3,2,3,0,0,0,0,415500,3,1,exporter,1,2020,10
Argentina,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Australia,2020-10-01,2030540,13,4,4,0,0,0,0,2030540,13,1,exporter,1,2020,10
Bangladesh,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Belgium,2020-10-01,0,0,0,0,173000,1,1,1,173000,1,0,importer,1,2020,10
Brazil,2020-10-01,0,0,0,0,175000,1,1,1,175000,1,0,importer,1,2020,10
Cameroon,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Canada,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Chile,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
China,2020-10-01,0,0,0,0,3348766,16,8,4,3348766,16,0,importer,1,2020,10
Colombia,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Croatia,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Egypt,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
El Salvador,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Equatorial Guinea,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Finland,2020-10-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2020,10
France,2020-10-01,0,0,0,0,1445000,9,2,3,1445000,9,0,importer,1,2020,10
Germany,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Gibraltar,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Greece,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Hong Kong,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
India,2020-10-01,0,0,0,0,1009115,6,2,5,1009115,6,0,importer,1,2020,10
Indonesia,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Italy,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Jamaica,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Japan,2020-10-01,0,0,0,0,2389115,15,7,4,2389115,15,0,importer,1,2020,10
Jordan,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Kuwait,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Lithuania,2020-10-01,0,0,0,0,147208,1,1,1,147208,1,0,importer,1,2020,10
Malaysia,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Malta,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Mexico,2020-10-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2020,10
Mozambique,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Netherlands,2020-10-01,0,0,0,0,343000,2,1,2,343000,2,0,importer,1,2020,10
Nigeria,2020-10-01,1538573,10,1,7,0,0,0,0,1538573,10,1,exporter,1,2020,10
Norway,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Oman,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Pakistan,2020-10-01,0,0,0,0,216200,1,1,1,216200,1,0,importer,1,2020,10
Panama,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Peru,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Philippines,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Poland,2020-10-01,0,0,0,0,569088,3,1,2,569088,3,0,importer,1,2020,10
Portugal,2020-10-01,0,0,0,0,482759,3,1,2,482759,3,0,importer,1,2020,10
Qatar,2020-10-01,3696157,16,1,8,0,0,0,0,3696157,16,1,exporter,1,2020,10
Russia,2020-10-01,2905933,21,3,10,0,0,0,0,2905933,21,1,exporter,1,2020,10
South Korea,2020-10-01,0,0,0,0,1190535,6,4,3,1190535,6,0,importer,1,2020,10
Spain,2020-10-01,0,0,0,0,796664,5,4,3,796664,5,0,importer,1,2020,10
Sweden,2020-10-01,0,0,0,0,58969,3,2,1,58969,3,0,importer,1,2020,10
Taiwan,2020-10-01,0,0,0,0,455644,3,2,3,455644,3,0,importer,1,2020,10
Thailand,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Trinidad and Tobago,2020-10-01,273059,2,1,1,0,0,0,0,273059,2,1,exporter,1,2020,10
Turkmenistan,2020-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,10
Türkiye,2020-10-01,0,0,0,0,340000,2,2,2,340000,2,0,importer,1,2020,10
United Arab Emirates,2020-10-01,137100,1,1,1,0,0,0,0,137100,1,1,exporter,1,2020,10
United Kingdom,2020-10-01,0,0,0,0,1137720,7,2,5,1137720,7,0,importer,1,2020,10
United States,2020-10-01,3745980,22,4,12,273059,2,2,1,4019039,24,0.932058633917,exporter,1,2020,10
Algeria,2020-11-01,661000,5,2,3,0,0,0,0,661000,5,1,exporter,1,2020,11
Argentina,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Australia,2020-11-01,3025820,19,4,3,0,0,0,0,3025820,19,1,exporter,1,2020,11
Bangladesh,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Belgium,2020-11-01,0,0,0,0,855000,5,1,2,855000,5,0,importer,1,2020,11
Brazil,2020-11-01,0,0,0,0,159800,1,1,1,159800,1,0,importer,1,2020,11
Cameroon,2020-11-01,149700,1,1,1,0,0,0,0,149700,1,1,exporter,1,2020,11
Canada,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Chile,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
China,2020-11-01,0,0,0,0,3057600,17,8,5,3057600,17,0,importer,1,2020,11
Colombia,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Croatia,2020-11-01,0,0,0,0,145000,1,1,1,145000,1,0,importer,1,2020,11
Egypt,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
El Salvador,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Equatorial Guinea,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Finland,2020-11-01,0,0,0,0,40969,2,1,1,40969,2,0,importer,1,2020,11
France,2020-11-01,0,0,0,0,1227500,8,3,3,1227500,8,0,importer,1,2020,11
Germany,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Gibraltar,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Greece,2020-11-01,0,0,0,0,216200,1,1,1,216200,1,0,importer,1,2020,11
Hong Kong,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
India,2020-11-01,0,0,0,0,459190,3,1,3,459190,3,0,importer,1,2020,11
Indonesia,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Italy,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Jamaica,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Japan,2020-11-01,0,0,0,0,2973505,18,10,3,2973505,18,0,importer,1,2020,11
Jordan,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Kuwait,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Lithuania,2020-11-01,0,0,0,0,173400,1,1,1,173400,1,0,importer,1,2020,11
Malaysia,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Malta,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Mexico,2020-11-01,0,0,0,0,154880,1,1,1,154880,1,0,importer,1,2020,11
Mozambique,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Netherlands,2020-11-01,0,0,0,0,507000,3,1,2,507000,3,0,importer,1,2020,11
Nigeria,2020-11-01,1562100,10,1,6,0,0,0,0,1562100,10,1,exporter,1,2020,11
Norway,2020-11-01,0,0,0,0,22969,1,1,1,22969,1,0,importer,1,2020,11
Oman,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Pakistan,2020-11-01,0,0,0,0,369274,2,1,2,369274,2,0,importer,1,2020,11
Panama,2020-11-01,0,0,0,0,159274,1,1,1,159274,1,0,importer,1,2020,11
Peru,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Philippines,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Poland,2020-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2020,11
Portugal,2020-11-01,0,0,0,0,570900,4,1,2,570900,4,0,importer,1,2020,11
Qatar,2020-11-01,2546400,12,1,9,0,0,0,0,2546400,12,1,exporter,1,2020,11
Russia,2020-11-01,2815338,20,2,9,0,0,0,0,2815338,20,1,exporter,1,2020,11
